model,mode,snr_gt,freq_true,mse_vs_clean,mae_vs_clean,crps_vs_clean,spectral_mse,peak_freq_error,sfer,mse_vs_noisy,mae_vs_noisy
moirai,zero_shot,0.15951401,8.731424,3.387659,1.5113378,1.5597873,201860.0712382837,0.26857566833496094,0.15702997,21.651806,3.6906223
moirai,zero_shot,0.24120419,9.286639,3.5718236,1.553273,1.4057884,463784.2781884461,0.2866392135620117,0.26906648,20.483099,3.49781
moirai,zero_shot,0.16906689,4.6624017,2.9459062,1.4143134,1.4858258,428494.5809415464,3.6624016761779785,0.23164017,28.199984,4.27282
moirai,zero_shot,0.090647124,7.4628754,2.1986454,1.1977305,1.4360659,144473.26794954366,2.5371246337890625,0.07800035,21.9704,3.7042084
moirai,zero_shot,0.068518385,6.1258683,6.2636137,2.1035385,1.8572131,12910792.647770947,6.125868320465088,0.025379108,45.30995,5.311016
moirai,zero_shot,0.0961381,2.937506,2.6073503,1.2311797,1.392226,183027.65261473082,8.562494039535522,0.08066007,22.678577,3.8299038
moirai,zero_shot,0.13306858,9.669429,4.592872,1.7002788,2.1063552,744106.800618639,9.669428825378418,0.124495104,43.203506,5.3965125
moirai,zero_shot,0.116344504,3.699626,2.4952803,1.3080269,1.2379829,1292840.8804184673,3.6996259689331055,0.08876495,20.769178,3.674224
moirai,zero_shot,0.13396642,3.987112,2.9338493,1.4301175,1.5545794,245434.79793791712,3.487112045288086,0.09711729,18.011477,3.4352055
moirai,zero_shot,0.14298661,8.623444,3.211795,1.4856241,1.6943781,3597150.6767997523,8.623443603515625,0.16464332,30.778656,4.354003
moirai,zero_shot,0.17030437,8.489185,2.7513933,1.3366952,1.457505,1314559.7711222894,8.489185333251953,0.20660414,20.104704,3.5421472
moirai,zero_shot,0.14809097,3.1378994,5.7972584,1.90069,1.9678653,1452622.1801018887,2.637899398803711,0.15394856,37.759872,4.9786863
moirai,zero_shot,0.13589075,5.6534514,3.355652,1.4931711,1.5466113,422504.0008784738,12.346548557281494,0.13135958,30.228407,4.2161617
moirai,zero_shot,0.26058453,9.052557,2.6441145,1.3568242,1.1462088,488721.81145735853,0.05255699157714844,0.30742323,12.905272,2.7778254
moirai,zero_shot,0.059977192,7.772364,10.079435,2.6103773,2.3245983,82970348.72541511,7.772364139556885,0.016610004,65.34715,6.5568247
moirai,zero_shot,0.163347,6.144622,2.5427601,1.313925,1.2902869,303464.14743816364,2.8553781509399414,0.21076746,30.570635,4.4693727
moirai,zero_shot,0.110690385,3.2546847,4.1042976,1.66256,1.7296982,783462.732190015,3.2546846866607666,0.10513641,46.727043,5.6111126
moirai,zero_shot,0.19099702,2.2087166,6.756779,2.1194816,2.3436997,12782130.797276843,2.208716630935669,0.15201522,26.72031,3.9785752
moirai,zero_shot,0.14250684,1.8613383,5.5257597,1.8999808,1.8715744,15040242.322395757,1.8613382577896118,0.13160695,39.640465,5.173535
moirai,zero_shot,0.13843217,5.1287766,4.1234674,1.6294428,1.8587787,1527857.8211650536,5.128776550292969,0.17475899,45.12444,5.2153955
moirai,zero_shot,0.18958846,5.809607,4.563445,1.6714447,1.5551672,5220986.923744433,5.809607028961182,0.21418367,31.900211,4.3821554
moirai,zero_shot,0.16396026,5.7370443,1.4038589,0.95324934,1.031199,42781.1591028906,3.762955665588379,0.1993631,9.0040245,2.3274508
moirai,zero_shot,0.21072537,3.1521358,2.8604162,1.3691149,1.3571714,545614.7281089467,3.1521358489990234,0.27623287,22.517548,3.841643
moirai,zero_shot,0.19386229,5.2652464,3.9601493,1.5641737,1.5241671,1418653.2106308087,5.265246391296387,0.23503664,27.14526,4.139634
moirai,zero_shot,0.2167531,8.366371,3.4985325,1.5475773,1.4686742,1175482.7713939105,8.366371154785156,0.31529588,22.61935,3.867817
moirai,zero_shot,0.20777875,4.5366435,1.5879648,1.0051471,0.9918314,245657.66388370382,4.5366435050964355,0.27170056,10.41062,2.5204983
moirai,zero_shot,0.1645621,6.4426622,3.6979825,1.5101411,1.5629219,656794.9008411827,3.057337760925293,0.18248367,24.088186,4.098169
moirai,zero_shot,0.08720164,5.0449014,4.74946,1.7576313,1.6988585,4632444.336463886,5.044901371002197,0.050332963,44.676407,5.214407
moirai,zero_shot,0.15639676,6.990083,3.373465,1.473475,1.4830986,3611373.253566264,6.99008321762085,0.16640331,24.342499,3.9970098
moirai,zero_shot,0.11023397,4.455346,4.697752,1.7434616,1.8227,1646414.0067212323,4.45534610748291,0.0960813,46.25935,5.2775726
moirai,zero_shot,0.080656305,9.220163,3.9791877,1.650669,1.6817628,1707097.2648506104,9.220163345336914,0.050960474,38.285526,5.075645
moirai,zero_shot,0.15105404,1.598013,6.4611387,1.9409045,2.0764441,1427865.3611818408,7.4019869565963745,0.15456831,61.704887,6.3259573
moirai,zero_shot,0.17009374,2.0524268,4.355601,1.6784685,1.7633848,2644704.784778863,2.052426815032959,0.22292401,34.9561,4.7090626
moirai,zero_shot,0.21695383,5.0249324,2.7983274,1.3667552,1.3829439,1279030.4719316885,5.024932384490967,0.37831554,24.588665,3.8935995
moirai,zero_shot,0.09419733,3.1411104,2.2492523,1.2014415,1.4447567,179025.92818670176,2.641110420227051,0.10425015,27.22842,4.1634645
moirai,zero_shot,0.07483001,1.6585603,2.500382,1.246272,1.352321,180338.37745575482,7.341439723968506,0.053507425,36.602455,4.798934
moirai,zero_shot,0.1654901,9.856996,3.0434084,1.4063947,1.7755424,572823.5240195883,9.856995582580566,0.25397098,34.58283,4.6037745
moirai,zero_shot,0.1340642,7.250002,1.6850586,1.049911,1.165236,97662.34995819522,1.7499980926513672,0.17626539,21.240808,3.621007
moirai,zero_shot,0.17381896,4.0561724,3.9599152,1.6248289,1.4791037,6643062.235683687,4.0561723709106445,0.1603704,23.530512,3.8134909
moirai,zero_shot,0.13282447,9.312964,3.6038105,1.5068709,1.5874953,602390.9334407437,9.31296443939209,0.1490781,43.920692,5.517032
moirai,zero_shot,0.19373651,1.3054976,3.0177727,1.3975058,1.4423552,1147694.4569612597,1.305497646331787,0.19712158,18.47991,3.412027
moirai,zero_shot,0.12619536,2.9870284,5.780654,1.904163,1.9966547,960397.2141127152,5.012971639633179,0.08594711,31.609955,4.5167828
